Number of frames: 3884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frequency: 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units: mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frame,Digitizing Probe R00,Digitizing Probe R01,Digitizing Probe R02,Digitizing Probe R10,Digitizing Probe R11,Digitizing Probe R12,Digitizing Probe R20,Digitizing Probe R21,Digitizing Probe R22,Digitizing Probe x,Digitizing Probe y,Digitizing Probe z,Digitizing Probe Error,HumMarker R00,HumMarker R01,HumMarker R02,HumMarker R10,HumMarker R11,HumMarker R12,HumMarker R20,HumMarker R21,HumMarker R22,HumMarker x,HumMarker y,HumMarker z,HumMarker Error,StemMarker R00,StemMarker R01,StemMarker R02,StemMarker R10,StemMarker R11,StemMarker R12,StemMarker R20,StemMarker R21,StemMarker R22,StemMarker x,StemMarker y,StemMarker z,StemMarker Error
1951,0.843352973,0.53473562,-0.053042777,0.461763263,-0.771653831,-0.437407225,-0.274827868,0.344395489,-0.897697866,0.054156668,8.878974915,52.98673248,0.378721148,-0.701155603,0.711592615,-0.044908781,0.710509598,0.702579558,0.039473295,0.059640896,-0.004231198,-0.998210907,141.9796448,-242.5095673,-1590.680298,0.144342408,-0.031538095,0.998580158,0.042930357,-0.990023553,-0.037111551,0.135927185,0.137327403,-0.038215175,0.989788234,-125.1804047,285.8797302,-138.2466583,0.109083593
1952,0.843969882,0.533835828,-0.052289609,0.460947216,-0.771663368,-0.438250363,-0.274303705,0.345767349,-0.897330701,0.012513262,8.815921783,53.07074356,0.382712543,-0.701152027,0.711601675,-0.044820517,0.710503578,0.702571809,0.039718386,0.059753299,-0.003996511,-0.998205185,141.9784393,-242.5098114,-1590.677612,0.143749893,-0.031677935,0.998592079,0.042549431,-0.990062892,-0.037186049,0.135619774,0.137011066,-0.037830461,0.989846885,-125.1648941,285.9142761,-138.1923676,0.108981416
1953,0.844056666,0.533780992,-0.051440813,0.46131137,-0.77166003,-0.437872797,-0.273423016,0.345859259,-0.897564054,-0.060790323,8.77810955,53.20864868,0.382542133,-0.701173842,0.711567104,-0.045027424,0.710470855,0.702605903,0.039700739,0.059886273,-0.004153552,-0.998196542,141.9797211,-242.5083923,-1590.674072,0.143445745,-0.031630237,0.998580575,0.042851761,-0.990034342,-0.037188232,0.135827035,0.137227833,-0.038128477,0.9898054,-125.1588821,285.8859558,-138.2493744,0.108913004
1954,0.844123363,0.533756852,-0.050590422,0.461600155,-0.771508217,-0.437836021,-0.27272889,0.346235037,-0.897630334,-0.134601042,8.728415489,53.30672073,0.378620118,-0.701095521,0.711644828,-0.045018766,0.710544229,0.702527404,0.03977615,0.059933413,-0.004100944,-0.99819392,141.9803467,-242.5087585,-1590.675049,0.143421009,-0.031787112,0.998577654,0.042804852,-0.990037441,-0.037334908,0.135764346,0.137169361,-0.038062848,0.98981601,-125.1230698,285.9081116,-138.2362213,0.109899379
1955,0.844186544,0.533710182,-0.05002553,0.461705476,-0.77134937,-0.438004911,-0.272354811,0.346660793,-0.89757961,-0.212022528,8.722733498,53.41680908,0.378287584,-0.701090574,0.711637437,-0.045211971,0.710546374,0.702533424,0.039630562,0.059965517,-0.00434059,-0.998190999,141.9807587,-242.5091248,-1590.673462,0.144195303,-0.031809207,0.99859035,0.042491831,-0.990011811,-0.037321076,0.135954991,0.137349173,-0.037742794,0.989803314,-125.1160278,285.8753967,-138.3074036,0.109596282
1956,0.844564259,0.533179462,-0.049303196,0.461113542,-0.771023691,-0.439200193,-0.272186458,0.348198414,-0.897035301,-0.254780889,8.689074516,53.48512268,0.381632686,-0.701157272,0.711583972,-0.04501868,0.710498452,0.702588022,0.039522115,0.059752893,-0.004274484,-0.998203993,141.9777069,-242.5088348,-1590.67041,0.14378266,-0.031681582,0.998581111,0.042803466,-0.989988685,-0.037244707,0.136144385,0.137545407,-0.038061675,0.989763916,-125.1688004,285.8741455,-138.2637634,0.109270431
1957,0.844786823,0.532835007,-0.049214106,0.460314572,-0.770531416,-0.440898865,-0.272847384,0.349811614,-0.896206558,-0.306862473,8.687039375,53.56098938,0.380407333,-0.701107621,0.711623907,-0.045160245,0.710559964,0.702545345,0.039173286,0.059603769,-0.004624371,-0.998211384,141.9754028,-242.5090485,-1590.671875,0.143834934,-0.031656239,0.998579443,0.042860135,-0.989964545,-0.037234258,0.136322767,0.137724981,-0.038114548,0.989736855,-125.167778,285.8368225,-138.3454285,0.109247759
1958,0.844799757,0.532904863,-0.048226442,0.460686177,-0.770226717,-0.441043258,-0.272179365,0.35037598,-0.896189213,-0.377349406,8.648743629,53.63052368,0.377981633,-0.701083839,0.711643398,-0.045223024,0.71056366,0.702526629,0.039442588,0.059839431,-0.004481275,-0.998197913,141.9725494,-242.5098267,-1590.672485,0.143462494,-0.031628173,0.998591244,0.042605653,-0.989955068,-0.037174579,0.136407629,0.137799308,-0.037863355,0.989736199,-125.1313019,285.8607788,-138.3327789,0.108457647
1959,0.845140636,0.532449543,-0.047273725,0.460808098,-0.770526707,-0.440391332,-0.270911813,0.350408465,-0.896560431,-0.413383663,8.591143608,53.69025803,0.377780706,-0.701194465,0.711564064,-0.044754412,0.710454464,0.70261091,0.039905537,0.059840281,-0.003814429,-0.998200715,141.973526,-242.5107117,-1590.672607,0.142727792,-0.031510919,0.998591185,0.042692646,-0.9900828,-0.037036095,0.135515049,0.136905298,-0.037999053,0.989855051,-125.1727524,285.9308777,-138.1446228,0.109275855
1960,0.845837831,0.531265318,-0.04812083,0.459242046,-0.771113038,-0.441000611,-0.271394908,0.350915879,-0.896215916,-0.422293186,8.600046158,53.79422379,0.378923595,-0.701165974,0.711595178,-0.04470513,0.710501134,0.702578485,0.039642897,0.059618559,-0.003966794,-0.998213351,141.9749298,-242.5097656,-1590.672119,0.145417273,-0.031629335,0.998576522,0.042947702,-0.990061581,-0.03719281,0.135627165,0.137031451,-0.038231075,0.989828646,-125.1903839,285.9180908,-138.1588135,0.109974712
1961,0.846380889,0.530360043,-0.048555821,0.457975775,-0.771326661,-0.441942751,-0.271841168,0.351814508,-0.895728171,-0.444302529,8.600416183,53.85441208,0.379740506,-0.70115,0.711591065,-0.04501947,0.710501909,0.702581108,0.039582964,0.059796713,-0.004232825,-0.998201549,141.9761963,-242.5098724,-1590.671631,0.144484445,-0.031555556,0.99858135,0.042890135,-0.990052402,-0.037115164,0.135715485,0.137114823,-0.038180903,0.98981905,-125.1624222,285.883728,-138.2554474,0.109282196
1962,0.846294582,0.530599833,-0.047427103,0.458422929,-0.77072835,-0.442522526,-0.271355808,0.352762729,-0.895502329,-0.479894251,8.532360077,53.8902092,0.376831174,-0.701130688,0.711620212,-0.044859558,0.710518658,0.702553034,0.039780509,0.059824836,-0.003982215,-0.998200893,141.9781036,-242.5108643,-1590.671509,0.143399432,-0.031550352,0.99858743,0.042752501,-0.990100324,-0.03707803,0.135375455,0.136769399,-0.038058124,0.989871562,-125.1501007,285.9224854,-138.1852112,0.109089844
1963,0.845851898,0.531392038,-0.046444818,0.45907101,-0.769533992,-0.443927199,-0.271640211,0.35417518,-0.89485842,-0.558353126,8.511788368,53.95808792,0.377393425,-0.701048136,0.711663246,-0.045462992,0.710564971,0.702506781,0.039768517,0.060239855,-0.004424764,-0.998174071,141.9801483,-242.5104828,-1590.668213,0.142279223,-0.031807095,0.998600066,0.042264115,-0.990001142,-0.037290912,0.136040881,0.137426496,-0.037514456,0.989801288,-125.0682144,285.8738403,-138.3583374,0.109217919
1964,0.845680177,0.531784117,-0.045063104,0.459673524,-0.768693566,-0.444758892,-0.271155417,0.355409443,-0.894515991,-0.563010693,8.486317635,53.96525574,0.378160834,-0.701130629,0.711591005,-0.045321748,0.71050626,0.702579618,0.039530922,0.059971984,-0.004485046,-0.998189986,141.9804993,-242.5093842,-1590.671265,0.142883524,-0.031746153,0.998586595,0.042627569,-0.989987075,-0.037284516,0.13614504,0.13754195,-0.037878659,0.989771426,-125.1336594,285.8508301,-138.3501434,0.109176263
1965,0.845640361,0.531827271,-0.04530124,0.459511012,-0.768569946,-0.445140362,-0.271554947,0.355612218,-0.894314229,-0.539856136,8.457223892,53.98225021,0.377315164,-0.701132774,0.711630106,-0.044670567,0.710561037,0.70254159,0.039221738,0.059294298,-0.00424152,-0.99823153,141.9803619,-242.5088348,-1590.671509,0.143676698,-0.031633165,0.998565972,0.043188844,-0.990022361,-0.037240312,0.13590011,0.137313604,-0.038458969,0.989780724,-125.2160568,285.8899231,-138.196106,0.108744644
1966,0.845817208,0.531565189,-0.045073804,0.459425896,-0.768756151,-0.444906533,-0.271147579,0.355601549,-0.894442022,-0.557861924,8.443569183,54.04269028,0.378873408,-0.70112747,0.711636364,-0.044653662,0.710549533,0.702536464,0.039520942,0.059495367,-0.004019421,-0.998220503,141.9799042,-242.5086517,-1590.670044,0.143339932,-0.031620115,0.99857682,0.042946469,-0.990083575,-0.03717744,0.135470375,0.136874229,-0.038237009,0.989850163,-125.1892395,285.9207764,-138.157608,0.108976692
1967,0.846033931,0.531333804,-0.043714695,0.45963183,-0.768488586,-0.445156008,-0.27012068,0.356524438,-0.894385397,-0.606674373,8.444778442,54.05155945,0.379003793,-0.701067746,0.711648405,-0.045392863,0.710548341,0.702522218,0.03979402,0.060208853,-0.00435552,-0.998176277,141.9788513,-242.5088348,-1590.667603,0.142651141,-0.031769749,0.99859345,0.042446945,-0.990022898,-0.037273198,0.135887086,0.137278095,-0.037706349,0.989814579,-125.0806656,285.8794556,-138.3396301,0.109760657
1968,0.84568876,0.531918347,-0.043281935,0.460535198,-0.768361747,-0.444440752,-0.26966238,0.355925709,-0.894762039,-0.588183582,8.411140442,54.06788635,0.379107684,-0.701172173,0.711591363,-0.044667471,0.710507452,0.702581763,0.039470665,0.05946954,-0.004060837,-0.998221815,141.9775543,-242.5093079,-1590.670776,0.144450054,-0.031571291,0.998570919,0.043121465,-0.990023494,-0.037170142,0.135911569,0.137320161,-0.038400359,0.989782095,-125.2112427,285.9059753,-138.1664429,0.109437734
1969,0.84561497,0.532134235,-0.042052705,0.461211741,-0.7680251,-0.444321036,-0.268735975,0.356329322,-0.894880056,-0.633470893,8.377165794,54.06786346,0.377248466,-0.701269448,0.711492956,-0.044708725,0.710389137,0.702682614,0.039803956,0.059736285,-0.003847295,-0.998206735,141.9753723,-242.5109863,-1590.668579,0.144091696,-0.031521749,0.998588979,0.042735633,-0.990059257,-0.037059091,0.13568078,0.137073085,-0.038033914,0.989830494,-125.217598,285.9160156,-138.1366119,0.109055281
1970,0.84574151,0.532031298,-0.040791474,0.461257935,-0.767384648,-0.445378423,-0.268258005,0.357859612,-0.894412696,-0.654148221,8.389567375,54.03297806,0.378970146,-0.701207936,0.711519718,-0.045245502,0.710444689,0.702651441,0.039361436,0.059798256,-0.004543877,-0.998200119,141.9732971,-242.5112,-1590.668823,0.142635196,-0.031558756,0.99859935,0.042466011,-0.989989698,-0.037077896,0.136182338,0.137566149,-0.03774317,0.989773214,-125.1865616,285.8328857,-138.3398438,0.10893549
1971,0.845562339,0.532372594,-0.040047515,0.461877733,-0.767089367,-0.44524473,-0.267756104,0.357985109,-0.894512892,-0.651995361,8.379962921,54.06267548,0.379636377,-0.701133132,0.7116099,-0.044985246,0.710555255,0.70255959,0.039003618,0.05936018,-0.004617775,-0.998225927,141.9711304,-242.5102997,-1590.6698,0.144825712,-0.031534526,0.998584926,0.042822391,-0.989982009,-0.037104849,0.136230767,0.137626901,-0.038097423,0.98975116,-125.2092209,285.8394165,-138.3095398,0.109422274
1972,0.845595837,0.532363415,-0.039457794,0.461877614,-0.76668936,-0.445933342,-0.267650455,0.358854681,-0.894195974,-0.670474887,8.354933739,54.0521698,0.37955451,-0.7010988,0.71164155,-0.045019716,0.710570991,0.702528596,0.039273068,0.059575986,-0.004455404,-0.998213828,141.9720154,-242.5106354,-1590.671387,0.144813284,-0.031600825,0.998581529,0.042852372,-0.989978969,-0.037174817,0.136233553,0.137633339,-0.038117856,0.989749491,-125.1691437,285.865509,-138.2884521,0.109515227
1973,0.84548682,0.532576382,-0.03891582,0.462038577,-0.766145945,-0.446699888,-0.267717004,0.359698236,-0.893837094,-0.714018941,8.31479454,54.05067825,0.37739116,-0.701142788,0.711593211,-0.045099884,0.710494936,0.702579319,0.039740842,0.059965555,-0.004179235,-0.998191714,141.9741821,-242.5115814,-1590.669556,0.14313063,-0.031638075,0.99859786,0.042441767,-0.989976466,-0.037156034,0.136256993,0.13764292,-0.03770544,0.989763975,-125.1400604,285.8942261,-138.2564392,0.108929045
1974,0.845210671,0.533026457,-0.038751472,0.462555677,-0.765929818,-0.44653517,-0.267695993,0.359491587,-0.893926501,-0.724249423,8.280201912,54.09247208,0.379282922,-0.70110327,0.71165055,-0.044806361,0.710546374,0.702522695,0.039820559,0.059815809,-0.003918674,-0.998201728,141.9760132,-242.5099182,-1590.670776,0.14299877,-0.031707898,0.998590648,0.042559378,-0.990028143,-0.037226368,0.135861799,0.137254655,-0.037827089,0.989813268,-125.1429138,285.9387207,-138.1655884,0.10858015
1975,0.844471037,0.534232616,-0.038264565,0.463894159,-0.765252709,-0.44630757,-0.267714113,0.359143138,-0.894061208,-0.759736359,8.258788109,54.16120529,0.378412336,-0.701144934,0.711609483,-0.044807322,0.710518122,0.702563405,0.039605845,0.059663881,-0.004066978,-0.998210251,141.9808502,-242.5096283,-1590.667236,0.144263044,-0.031609476,0.998591542,0.04261129,-0.99003166,-0.037135895,0.13586092,0.137251973,-0.037892036,0.989811122,-125.1770782,285.9102478,-138.1856689,0.109255023
1976,0.843891263,0.53528738,-0.036261931,0.465676218,-0.764359951,-0.445981473,-0.266445428,0.359473556,-0.894307315,-0.797371745,8.233448982,54.22805023,0.378416896,-0.7011621,0.711589456,-0.044856563,0.710499227,0.702583432,0.039589081,0.059686653,-0.004112191,-0.998208702,141.9832306,-242.510498,-1590.666504,0.14333643,-0.031618129,0.998590589,0.04262777,-0.989984453,-0.037159659,0.136198282,0.137590349,-0.037894495,0.989764094,-125.1809616,285.9000549,-138.2013092,0.10923402
1977,0.843758523,0.535565555,-0.035229422,0.466023535,-0.763596952,-0.446924835,-0.266258627,0.360678911,-0.893877566,-0.837122083,8.199097633,54.27145004,0.378134519,-0.701161742,0.71158123,-0.04499295,0.710464001,0.702593088,0.040047981,0.060109127,-0.003885762,-0.998184264,141.9830933,-242.5114899,-1590.671753,0.143822163,-0.031628877,0.998607457,0.042222898,-0.990043461,-0.037098862,0.135785013,0.137162343,-0.037507776,0.989838183,-125.1297607,285.9291077,-138.1942596,0.109034732
1978,0.843489826,0.536009014,-0.034918845,0.466247588,-0.76288867,-0.44789964,-0.266717434,0.361517936,-0.893401682,-0.836688995,8.185857773,54.34722519,0.376078278,-0.701184809,0.711569905,-0.044811465,0.710472107,0.702603936,0.039711792,0.059742432,-0.003991992,-0.998205841,141.9822235,-242.5121002,-1590.674072,0.143521011,-0.031518899,0.998594522,0.042609472,-0.99006623,-0.037037224,0.135635793,0.1370233,-0.037911106,0.989842057,-125.1811676,285.9125977,-138.1804199,0.109962121
1979,0.843389273,0.53627491,-0.033223983,0.467244148,-0.762546539,-0.447443545,-0.265287548,0.361845344,-0.893694818,-0.884142339,8.196694374,54.4996376,0.378632009,-0.70118618,0.711547911,-0.045138016,0.710442364,0.702625453,0.039862264,0.060079034,-0.004117092,-0.998185098,141.9778442,-242.5116425,-1590.670044,0.143307909,-0.031495396,0.998607874,0.042312916,-0.990092456,-0.036966685,0.135463834,0.13683942,-0.037627213,0.989878356,-125.1423492,285.8929443,-138.2538452,0.11064478
1980,0.843129158,0.536754727,-0.032055702,0.467957288,-0.761814654,-0.447944641,-0.264856905,0.362674475,-0.89348644,-0.918744326,8.173940659,54.5585022,0.377573282,-0.701190531,0.711542189,-0.045160931,0.710442662,0.702630758,0.039764401,0.060025509,-0.004201829,-0.998187959,141.9753876,-242.5110016,-1590.669312,0.14382869,-0.031605724,0.99860996,0.042181622,-0.990028858,-0.037074529,0.135898352,0.137273312,-0.037465859,0.989824474,-125.1516342,285.8816223,-138.2696686,0.110408194
1981,0.843060255,0.536917686,-0.031124832,0.468423098,-0.761482656,-0.448022246,-0.264252096,0.363130182,-0.89348042,-0.96729219,8.135821342,54.63056183,0.377067745,-0.701174855,0.711565852,-0.045031421,0.71046102,0.702607691,0.039843976,0.059991036,-0.004055475,-0.998190701,141.9721375,-242.510437,-1590.670654,0.143971711,-0.031664863,0.998595357,0.042481683,-0.99000144,-0.037180919,0.136068836,0.137457207,-0.037748326,0.989788175,-125.1498566,285.905426,-138.2237854,0.109804422
1982,0.84336549,0.536429524,-0.031272825,0.467811763,-0.761627495,-0.448414683,-0.264361113,0.363547683,-0.89327842,-1.001535416,8.117180824,54.7076416,0.376634479,-0.70116061,0.711579561,-0.045037493,0.710479736,0.702593446,0.039761499,0.05993652,-0.004119031,-0.998193681,141.9713745,-242.5106506,-1590.671875,0.144202322,-0.031619836,0.998586535,0.042721361,-0.990030468,-0.03716138,0.135863125,0.137258664,-0.037999477,0.989806116,-125.1491547,285.8995667,-138.2366486,0.110096902
1983,0.84354198,0.53614527,-0.031387851,0.467551768,-0.761864722,-0.448282838,-0.264258027,0.363469929,-0.893340528,-1.053880453,8.107069016,54.80224609,0.376818001,-0.701148987,0.711591899,-0.045023341,0.71050328,0.702580273,0.039573789,0.059792895,-0.004242107,-0.998201787,141.9728546,-242.5108185,-1590.668091,0.143999606,-0.031651258,0.998593032,0.042544562,-0.989989758,-0.037179343,0.136154041,0.137544274,-0.037809234,0.989773691,-125.1605911,285.8852844,-138.2526093,0.110069506
1984,0.843494177,0.536201656,-0.031708047,0.467398793,-0.761787176,-0.448574096,-0.264680952,0.363549322,-0.893182993,-1.131283522,8.071242332,54.86220169,0.374265581,-0.701144278,0.711596191,-0.045028649,0.710501909,0.70257628,0.039668646,0.059864119,-0.004179498,-0.998197794,141.9741821,-242.5118561,-1590.671631,0.144581974,-0.031619705,0.998597085,0.042474054,-0.989963591,-0.037145969,0.136353925,0.137740374,-0.037736293,0.989749253,-125.1502151,285.895874,-138.248291,0.109285213
1985,0.843557715,0.536101997,-0.031702686,0.467279613,-0.761798441,-0.44867906,-0.26468879,0.363672674,-0.893130481,-1.18837595,8.052380562,54.96670151,0.377241045,-0.701191843,0.711554527,-0.04494546,0.710468709,0.702618182,0.039521094,0.059700914,-0.004220474,-0.99820739,141.9765015,-242.5135956,-1590.672485,0.143898487,-0.031594902,0.998588026,0.042704474,-0.989963651,-0.037153058,0.136350885,0.137744963,-0.037967887,0.989739776,-125.1886063,285.8822327,-138.2424927,0.109166995
1986,0.844028354,0.535328746,-0.03223769,0.465926617,-0.761717618,-0.450220704,-0.265572101,0.364978611,-0.892335176,-1.238483191,7.986086845,55.02715683,0.377235264,-0.701182008,0.711561143,-0.04499536,0.710452676,0.702612877,0.03990154,0.060006704,-0.003988835,-0.998189986,141.9776154,-242.5136261,-1590.672852,0.143011481,-0.031638432,0.998604655,0.042281784,-0.990046799,-0.037115335,0.135756254,0.137136132,-0.037565831,0.989839613,-125.1485901,285.9126282,-138.2127228,0.110322401
1987,0.844098985,0.535229623,-0.032032657,0.46586296,-0.761657417,-0.450388312,-0.26545909,0.365249515,-0.892257929,-1.271124601,7.979379177,55.1660347,0.376102298,-0.701086998,0.711634576,-0.045312904,0.710552633,0.702535272,0.039485306,0.059933025,-0.004514568,-0.998192132,141.9787903,-242.5118408,-1590.670776,0.143508121,-0.031722713,0.998599887,0.042330649,-0.989985526,-0.037221458,0.136173651,0.137558609,-0.037586935,0.989780247,-125.1208115,285.8574524,-138.3513489,0.110419288
1988,0.843796432,0.535751522,-0.031271592,0.466959894,-0.761672318,-0.449225724,-0.264492065,0.364452451,-0.892870784,-1.337391734,7.947375774,55.34140015,0.376202762,-0.701059937,0.711655498,-0.045402933,0.710571885,0.702513874,0.039520632,0.060021263,-0.004555715,-0.998186648,141.9786377,-242.5113983,-1590.670532,0.144643873,-0.0317792,0.998590648,0.042506658,-0.989952981,-0.037309799,0.136385739,0.137779444,-0.03774536,0.989743471,-125.0977631,285.8554077,-138.3769379,0.109749548
1989,0.843443215,0.536357343,-0.030404391,0.468252629,-0.761729121,-0.447781503,-0.263330787,0.363441288,-0.893625915,-1.397624731,7.903241158,55.53138351,0.376029283,-0.701160491,0.711576462,-0.045087811,0.710488796,0.702595532,0.039562542,0.059830267,-0.004294693,-0.998199344,141.9789734,-242.511322,-1590.669189,0.144597918,-0.031609949,0.998594284,0.042547844,-0.989998341,-0.037136916,0.13610369,0.137492448,-0.037820064,0.989780545,-125.1594315,285.8727112,-138.2776642,0.10991054
1990,0.843378425,0.536485672,-0.029932961,0.468419641,-0.76138258,-0.448195904,-0.263241112,0.363977551,-0.893434048,-1.449139595,7.836648941,55.66391373,0.374713182,-0.701146781,0.711608768,-0.044789676,0.71051532,0.702564359,0.039639272,0.059675284,-0.004030801,-0.998209655,141.9784698,-242.5110931,-1590.668701,0.143403888,-0.031653926,0.998593926,0.042523064,-0.990025163,-0.037169296,0.135899201,0.137288675,-0.03779716,0.989809692,-125.1734848,285.9136047,-138.179718,0.110324673
1991,0.843432367,0.536472678,-0.028616147,0.468494833,-0.76053828,-0.449548692,-0.262934297,0.365757406,-0.892797351,-1.557754517,7.79777956,55.81628037,0.376263708,-0.701155424,0.711559355,-0.045434877,0.710463703,0.702612042,0.039720226,0.06018639,-0.004429777,-0.99817735,141.9767761,-242.5100708,-1590.669189,0.143007696,-0.031653438,0.998607576,0.042200867,-0.989958167,-0.037143227,0.136393651,0.137771219,-0.037459765,0.989755452,-125.1173248,285.8538208,-138.3583221,0.109999262
1992,0.843309224,0.536697388,-0.028027432,0.468595684,-0.759834409,-0.450632662,-0.263149559,0.366889119,-0.892269373,-1.607169271,7.7433815,55.967453,0.375156522,-0.701120198,0.711606562,-0.045237567,0.710530341,0.702563524,0.039383538,0.059807852,-0.004530071,-0.998199582,141.9763489,-242.5099487,-1590.671753,0.14406617,-0.031652998,0.998600245,0.042375904,-0.989966631,-0.037164394,0.136326522,0.137710571,-0.037635583,0.98975718,-125.1496124,285.8510742,-138.3407135,0.109382614
1993,0.843226433,0.53687197,-0.027161425,0.468970686,-0.759394884,-0.450983316,-0.262746543,0.367543131,-0.89211899,-1.677770972,7.709368706,56.15717697,0.373838723,-0.701188326,0.711546183,-0.045133214,0.710462451,0.702625751,0.03949938,0.059817392,-0.00436895,-0.998199761,141.978363,-242.5099945,-1590.672729,0.143725932,-0.031590998,0.99859345,0.042581808,-0.990045011,-0.037110094,0.13577126,0.137160495,-0.037868753,0.989824712,-125.1745911,285.8577576,-138.2997589,0.109713748
1994,0.843372285,0.5367136,-0.025722634,0.469212502,-0.758941948,-0.451493859,-0.261844873,0.368708044,-0.891903341,-1.763613701,7.687256813,56.33795166,0.373244822,-0.701157272,0.711574554,-0.045167305,0.710486293,0.702597141,0.039578307,0.059897341,-0.004340132,-0.998195052,141.9804077,-242.508606,-1590.669067,0.143516958,-0.031620964,0.998584509,0.042768251,-0.990017653,-0.037172403,0.135952979,0.137350336,-0.038042359,0.989791691,-125.1521683,285.8634949,-138.2997894,0.109513432
1995,0.8435148,0.536506176,-0.02537588,0.468764395,-0.758426487,-0.452823579,-0.262188375,0.370068073,-0.891238987,-1.844005585,7.641943932,56.50216675,0.374096304,-0.701111197,0.711628497,-0.045034442,0.71052897,0.702543914,0.039757922,0.059931539,-0.004123554,-0.998193979,141.9794159,-242.5093536,-1590.673828,0.143376678,-0.031677876,0.998590291,0.042589914,-0.990013003,-0.037205249,0.135978058,0.137370944,-0.037857071,0.989795983,-125.1298294,285.9024048,-138.245163,0.110260367
1996,0.843485415,0.536640227,-0.023445712,0.469161987,-0.757273793,-0.454338521,-0.261571139,0.372228056,-0.890520513,-1.925146937,7.586808205,56.66136551,0.374141037,-0.701129436,0.711607456,-0.045083135,0.710513592,0.702564657,0.039666738,0.059900958,-0.004220661,-0.99819541,141.9766846,-242.5094757,-1590.673462,0.143053234,-0.031689458,0.998604476,0.042248309,-0.990002155,-0.037173077,0.136066377,0.137446985,-0.037514042,0.989798486,-125.1420441,285.8878784,-138.2675476,0.109871246
1997,0.843174458,0.537228167,-0.021041201,0.470425159,-0.756145,-0.454912066,-0.260301769,0.373671919,-0.890287757,-1.999211907,7.515996456,56.87078095,0.375371009,-0.701173127,0.711573422,-0.044938873,0.710479975,0.702599645,0.039648261,0.059786685,-0.004127874,-0.998202682,141.975235,-242.5095825,-1590.670288,0.143349051,-0.031532224,0.998606026,0.042329177,-0.990028322,-0.037022635,0.135916501,0.137294173,-0.03762133,0.989815652,-125.1739044,285.8943481,-138.2245178,0.109334886
1998,0.842825949,0.537846804,-0.019110572,0.471581042,-0.755164087,-0.455344379,-0.259337157,0.374763876,-0.890110254,-2.074002028,7.464467049,57.07489395,0.374837071,-0.701190889,0.711557984,-0.044906396,0.710466385,0.702615261,0.039613467,0.059739199,-0.004127886,-0.998205483,141.9732361,-242.510376,-1590.672363,0.143550292,-0.031473018,0.998602986,0.042443823,-0.990005374,-0.036986429,0.136092827,0.137472555,-0.037736364,0.989786506,-125.1851273,285.8907166,-138.2221832,0.109431118
1999,0.842732489,0.538061857,-0.017071219,0.472441554,-0.754413486,-0.455696493,-0.258071661,0.375965089,-0.889971495,-2.176791668,7.43314743,57.29204559,0.374110937,-0.701108992,0.711620152,-0.045199219,0.710515201,0.70255208,0.039859381,0.060119539,-0.004168963,-0.998182476,141.9722748,-242.5102081,-1590.673462,0.142859757,-0.031652562,0.998605132,0.04226017,-0.990015805,-0.037134744,0.13597697,0.137356624,-0.037534215,0.989810228,-125.1066742,285.8977051,-138.2793732,0.109146848
2000,0.842579722,0.538348377,-0.015506761,0.472879678,-0.753280342,-0.457114398,-0.257767707,0.377822489,-0.889272749,-2.25761795,7.359700203,57.43851852,0.372446001,-0.701078415,0.711663961,-0.044981614,0.710554719,0.702508748,0.039917361,0.060007729,-0.003976698,-0.998189986,141.9731598,-242.5094147,-1590.672485,0.143566638,-0.031703778,0.998585522,0.042682718,-0.99006933,-0.037227713,0.135561094,0.136958331,-0.037961051,0.98984915,-125.1084061,285.930481,-138.2075348,0.1091353
2001,0.842461586,0.538570344,-0.014157638,0.473178089,-0.75222522,-0.458540827,-0.257606238,0.379603952,-0.888560593,-2.362326145,7.341602802,57.60378647,0.374004275,-0.701090217,0.711633444,-0.04528036,0.710531056,0.702538073,0.039822534,0.060150225,-0.004253916,-0.99818027,141.9738159,-242.5091095,-1590.670166,0.142569616,-0.031660758,0.998596966,0.042446408,-0.989987552,-0.03717589,0.136171147,0.137558073,-0.037710138,0.989775598,-125.0961304,285.8885193,-138.3045959,0.108780265
2002,0.84221369,0.538976312,-0.01344122,0.473600119,-0.751509368,-0.459278315,-0.257641345,0.380444735,-0.888190746,-2.468700409,7.34814167,57.78159714,0.374221593,-0.701138914,0.711588383,-0.045234941,0.710485578,0.702583969,0.039824761,0.06012018,-0.004216083,-0.998182178,141.9767761,-242.509903,-1590.670654,0.142348826,-0.031602181,0.998607039,0.042252354,-0.990025222,-0.03708167,0.135922879,0.137300327,-0.037535436,0.989818037,-125.1173859,285.8846436,-138.291748,0.110382639
