Number of frames: 3950
Frequency: 100
Units: mm

Frame,Marker_1 x,Marker_1 y,Marker_1 z,Marker_2 x,Marker_2 y,Marker_2 z,Marker_3 x,Marker_3 y,Marker_3 z,Marker_4 x,Marker_4 y,Marker_4 z,Marker_5 x,Marker_5 y,Marker_5 z,Marker_6 x,Marker_6 y,Marker_6 z,Marker_7 x,Marker_7 y,Marker_7 z,Marker_8 x,Marker_8 y,Marker_8 z,Marker_9 x,Marker_9 y,Marker_9 z,iHumTracker_GT x,iHumTracker_GT y,iHumTracker_GT z,iHumTracker_LT x,iHumTracker_LT y,iHumTracker_LT z,iHumTracker_P1 x,iHumTracker_P1 y,iHumTracker_P1 z,iHumTracker_P2 x,iHumTracker_P2 y,iHumTracker_P2 z,iHumTracker_P3 x,iHumTracker_P3 y,iHumTracker_P3 z,iHumTracker_P4 x,iHumTracker_P4 y,iHumTracker_P4 z,iHumTracker_P5 x,iHumTracker_P5 y,iHumTracker_P5 z,iHumTracker_P6 x,iHumTracker_P6 y,iHumTracker_P6 z,iHumTracker_SL x,iHumTracker_SL y,iHumTracker_SL z,iHumTracker_SH x,iHumTracker_SH y,iHumTracker_SH z,iHumTracker_SB x,iHumTracker_SB y,iHumTracker_SB z,iHumTracker_Surf1 x,iHumTracker_Surf1 y,iHumTracker_Surf1 z,iHumTracker_Surf2 x,iHumTracker_Surf2 y,iHumTracker_Surf2 z
3195,69.013198853,-8.307713509,49.143569946,56.543769836,-24.512935638,48.827331543,76.410469055,-26.683696747,51.532169342,136.452117920,-104.391227722,-1460.619995117,122.189498901,-90.536682129,-1461.511474609,141.353439331,-84.964767456,-1460.708984375,,,,,,,,,,146.912033081,-100.498489380,-1526.044921875,143.744064331,-75.109863281,-1505.702758789,213.537322998,-74.619453430,-1517.214233398,198.484268188,-60.372196198,-1487.080688477,159.948410034,-27.180406570,-1489.954589844,154.961105347,-32.257633209,-1490.771972656,165.448440552,-53.090946198,-1481.058715820,196.727172852,-86.149139404,-1505.203979492,144.822021484,-79.164878845,-1525.158691406,146.126678467,-59.570152283,-1530.195678711,156.752441406,-69.327270508,-1526.668334961,145.084106445,-59.756916046,-1534.932739258,144.323089600,-56.920364380,-1526.756958008,
3196,68.943084717,-8.383637428,49.125118256,56.463802338,-24.576992035,48.835971832,76.329475403,-26.762401581,51.537216187,136.457427979,-104.392265320,-1460.619750977,122.193115234,-90.537925720,-1461.510009766,141.356460571,-84.963966370,-1460.710693359,,,,,,,,,,146.907135010,-100.501632690,-1526.046508789,143.739639282,-75.112068176,-1505.705444336,213.531143188,-74.615402222,-1517.227172852,198.481109619,-60.367801666,-1487.092285156,159.941513062,-27.180034637,-1489.962524414,154.954589844,-32.257808685,-1490.778930664,165.445434570,-53.089477539,-1481.065917969,196.723922729,-86.146034241,-1505.213745117,144.815124512,-79.168174744,-1525.161254883,146.117095947,-59.573631287,-1530.199707031,156.744354248,-69.329475403,-1526.673339844,145.073837280,-59.760791779,-1534.936523438,144.313751221,-56.923809052,-1526.760864258,
3197,68.905143738,-8.474856377,49.051036835,56.425785065,-24.671237946,48.784015656,76.291847229,-26.853605270,51.474258423,136.459823608,-104.393539429,-1460.619628906,122.197875977,-90.537521362,-1461.512695313,141.360153198,-84.965049744,-1460.706787109,,,,,,,,,,146.930557251,-100.495765686,-1526.042602539,143.758758545,-75.108322144,-1505.699462891,213.553909302,-74.615989685,-1517.199462891,198.495590210,-60.370685577,-1487.067504883,159.959594727,-27.179443359,-1489.945922852,154.972518921,-32.256713867,-1490.764526367,165.458633423,-53.090377808,-1481.050659180,196.741989136,-86.146652222,-1505.192504883,144.840011597,-79.162239075,-1525.155517578,146.145156860,-59.567207336,-1530.191162109,156.770507813,-69.324325562,-1526.662719727,145.103363037,-59.753726959,-1534.928466797,144.340942383,-56.917640686,-1526.752685547,
3198,68.870536804,-8.538799286,48.959602356,56.384792328,-24.730825424,48.659622192,76.250572205,-26.925291061,51.353992462,136.461013794,-104.393653870,-1460.620483398,122.199958801,-90.538124084,-1461.514038086,141.361785889,-84.964920044,-1460.707031250,,,,,,,,,,146.935729980,-100.494819641,-1526.042846680,143.762725830,-75.107734680,-1505.699462891,213.558502197,-74.614936829,-1517.195678711,198.498504639,-60.370197296,-1487.064331055,159.962539673,-27.179059982,-1489.944335938,154.975524902,-32.256340027,-1490.763183594,165.461196899,-53.090122223,-1481.049072266,196.745971680,-86.145874023,-1505.189819336,144.845046997,-79.161315918,-1525.155517578,146.150390625,-59.566200256,-1530.190795898,156.775588989,-69.323341370,-1526.661865234,145.108856201,-59.752647400,-1534.928100586,144.345977783,-56.916702271,-1526.752319336,
3199,68.806419373,-8.606504440,48.906841278,56.306194305,-24.784305573,48.634601593,76.173454285,-26.994129181,51.299915314,136.464279175,-104.393836975,-1460.621704102,122.201454163,-90.538627625,-1461.505004883,141.364730835,-84.967170715,-1460.703613281,,,,,,,,,,146.912536621,-100.473922729,-1526.046875000,143.747802734,-75.093681335,-1505.693725586,213.539031982,-74.597610474,-1517.217163086,198.491058350,-60.362918854,-1487.075195313,159.954254150,-27.170471191,-1489.928710938,154.966873169,-32.247428894,-1490.747314453,165.456192017,-53.084587097,-1481.044433594,196.731140137,-86.132453918,-1505.208740234,144.822387695,-79.140701294,-1525.151489258,146.125915527,-59.543895721,-1530.180664063,156.752426147,-69.302322388,-1526.659179688,145.082519531,-59.728733063,-1534.917602539,144.322891235,-56.895542145,-1526.740600586,
3200,68.784088135,-8.681365013,48.808567047,56.264652252,-24.849084854,48.565261841,76.134078979,-27.075586319,51.192314148,136.463973999,-104.392913818,-1460.622558594,122.201400757,-90.537483215,-1461.511108398,141.365097046,-84.968002319,-1460.704223633,,,,,,,,,,146.931900024,-100.478462219,-1526.044799805,143.762405396,-75.096733093,-1505.694213867,213.557159424,-74.605354309,-1517.196655273,198.500839233,-60.367877960,-1487.060058594,159.966781616,-27.173433304,-1489.927368164,154.979370117,-32.250160217,-1490.747314453,165.464553833,-53.087287903,-1481.039794922,196.744964600,-86.138473511,-1505.192504883,144.842681885,-79.145072937,-1525.151489258,146.148849487,-59.548660278,-1530.181518555,156.773727417,-69.307456970,-1526.656250000,145.106872559,-59.733741760,-1534.918823242,144.344924927,-56.899982452,-1526.742065430,
3201,68.750534058,-8.731653214,48.663429260,56.209907532,-24.883378983,48.476089478,76.085739136,-27.131242752,51.049892426,136.462982178,-104.393180847,-1460.618652344,122.199333191,-90.537696838,-1461.512451172,141.365371704,-84.968124390,-1460.712036133,,,,,,,,,,146.919036865,-100.515495300,-1526.044921875,143.754013062,-75.122291565,-1505.708007813,213.546722412,-74.639572144,-1517.223144531,198.496276855,-60.384761810,-1487.091918945,159.962753296,-27.190696716,-1489.970825195,154.975021362,-32.267723083,-1490.786987305,165.461303711,-53.099750519,-1481.069702148,196.736328125,-86.165435791,-1505.209594727,144.830673218,-79.181541443,-1525.163208008,146.136550903,-59.587985992,-1530.204345703,156.761764526,-69.345146179,-1526.675537109,145.093704224,-59.775680542,-1534.941406250,144.333328247,-56.937328339,-1526.766113281,
3202,68.719345093,-8.779483795,48.524532318,56.170978546,-24.925521851,48.333381653,76.048751831,-27.188344955,50.880359650,136.458740234,-104.393775940,-1460.618164063,122.196090698,-90.539970398,-1461.511108398,141.361511230,-84.968284607,-1460.708740234,,,,,,,,,,146.919967651,-100.507797241,-1526.043212891,143.752456665,-75.117263794,-1505.703369141,213.545898438,-74.630027771,-1517.213745117,198.492797852,-60.379638672,-1487.081665039,159.957992554,-27.186918259,-1489.959106445,154.970550537,-32.264064789,-1490.776245117,165.457092285,-53.096839905,-1481.060913086,196.735214233,-86.158134460,-1505.202758789,144.830596924,-79.174041748,-1525.158935547,146.135955811,-59.579803467,-1530.197631836,156.761352539,-69.336936951,-1526.669311523,145.093444824,-59.766956329,-1534.934692383,144.332382202,-56.929653168,-1526.759155273,
3203,68.711044312,-8.795125008,48.379795074,56.168300629,-24.945039749,48.180908203,76.046661377,-27.205856323,50.706954956,136.455123901,-104.394142151,-1460.617675781,122.191925049,-90.540237427,-1461.508789063,141.356063843,-84.967453003,-1460.706176758,,,,,,,,,,146.914855957,-100.499450684,-1526.042480469,143.746032715,-75.111434937,-1505.699584961,213.539260864,-74.618293762,-1517.211303711,198.485748291,-60.372314453,-1487.077270508,159.948715210,-27.181808472,-1489.950317383,154.961593628,-32.259189606,-1490.767822266,165.449676514,-53.092372894,-1481.055053711,196.729537964,-86.148872375,-1505.201171875,144.824096680,-79.165931702,-1525.155761719,146.128067017,-59.571037292,-1530.192260742,156.754180908,-69.327873230,-1526.665161133,145.085494995,-59.757720947,-1534.929321289,144.324386597,-56.921398163,-1526.753417969,
3204,68.720550537,-8.790778160,48.234207153,56.182361603,-24.942697525,48.003490448,76.063659668,-27.201375961,50.510021210,136.450820923,-104.392646790,-1460.616699219,122.190673828,-90.540039063,-1461.509643555,141.352691650,-84.967979431,-1460.709106445,,,,,,,,,,146.908477783,-100.512145996,-1526.042724609,143.741867065,-75.120094299,-1505.704589844,213.534576416,-74.632621765,-1517.219482422,198.483184814,-60.380149841,-1487.087524414,159.947677612,-27.188272476,-1489.965087891,154.960266113,-32.265560150,-1490.781494141,165.447753906,-53.097415924,-1481.065185547,196.724838257,-86.160072327,-1505.206542969,144.818817139,-79.178352356,-1525.159912109,146.123535156,-59.584484100,-1530.200195313,156.749328613,-69.341171265,-1526.671752930,145.080718994,-59.772018433,-1534.937255859,144.320144653,-56.934097290,-1526.761840820,
3205,68.739006042,-8.775797844,48.089435577,56.205394745,-24.934589386,47.835391998,76.087760925,-27.188924789,50.326118469,136.449203491,-104.393341064,-1460.617919922,122.188034058,-90.540046692,-1461.513061523,141.352096558,-84.967887878,-1460.712036133,,,,,,,,,,146.910003662,-100.519226074,-1526.043823242,143.742874146,-75.125045776,-1505.708374023,213.536178589,-74.640113831,-1517.219970703,198.483535767,-60.384284973,-1487.090209961,159.948822021,-27.191940308,-1489.973022461,154.961349487,-32.269214630,-1490.789184570,165.447952271,-53.100292206,-1481.070190430,196.725601196,-86.166015625,-1505.206542969,144.820724487,-79.185302734,-1525.163330078,146.126083374,-59.591968536,-1530.205566406,156.751495361,-69.348510742,-1526.675537109,145.083496094,-59.779960632,-1534.942626953,144.322570801,-56.941196442,-1526.767578125,
3206,68.714996338,-8.780890465,48.042884827,56.192501068,-24.949836731,47.785617828,76.075523376,-27.184982300,50.315410614,136.448852539,-104.391716003,-1460.620239258,122.186126709,-90.539024353,-1461.508300781,141.351791382,-84.966758728,-1460.713378906,,,,,,,,,,146.885665894,-100.508598328,-1526.049438477,143.725463867,-75.117332458,-1505.709228516,213.514572144,-74.629585266,-1517.246093750,198.472640991,-60.378250122,-1487.108764648,159.936309814,-27.186159134,-1489.973022461,154.948623657,-32.263401031,-1490.788085938,165.439102173,-53.095664978,-1481.075805664,196.708572388,-86.157463074,-1505.228271484,144.796340942,-79.174835205,-1525.165161133,146.099517822,-59.580772400,-1530.205078125,156.726394653,-69.337631226,-1526.680297852,145.055236816,-59.768119812,-1534.941772461,144.297210693,-56.930515289,-1526.765991211,
3207,68.592178345,-8.846484184,47.929946899,56.084083557,-25.025827408,47.691761017,75.966674805,-27.237854004,50.253353119,136.450286865,-104.393074036,-1460.623413086,122.187309265,-90.539718628,-1461.512817383,141.351150513,-84.967750549,-1460.711425781,,,,,,,,,,146.905059814,-100.496322632,-1526.048828125,143.738067627,-75.109161377,-1505.704589844,213.530426025,-74.616317749,-1517.221557617,198.479370117,-60.371490479,-1487.085815430,159.942504883,-27.180412292,-1489.954345703,154.955245972,-32.257698059,-1490.771850586,165.443832397,-53.091434479,-1481.060791016,196.721481323,-86.147232056,-1505.210693359,144.814605713,-79.162818909,-1525.161010742,146.118423462,-59.567722321,-1530.196655273,156.744689941,-69.324829102,-1526.670898438,145.075485229,-59.754184723,-1534.933715820,144.315032959,-56.918209076,-1526.757690430,
3208,68.503974915,-8.882303238,47.666393280,56.047725677,-25.096195221,47.436771393,75.933891296,-27.253639221,49.982280731,136.452606201,-104.393424988,-1460.620239258,122.192153931,-90.540130615,-1461.515136719,141.352767944,-84.967498779,-1460.708129883,,,,,,,,,,146.929000854,-100.501091003,-1526.042602539,143.755172729,-75.112480164,-1505.701293945,213.551223755,-74.619651794,-1517.195678711,198.490310669,-60.372795105,-1487.065917969,159.953964233,-27.182380676,-1489.949340820,154.967041016,-32.259788513,-1490.767944336,165.452743530,-53.092689514,-1481.052001953,196.738555908,-86.149879456,-1505.189453125,144.838027954,-79.167541504,-1525.156982422,146.143234253,-59.572795868,-1530.193725586,156.768478394,-69.329521179,-1526.663696289,145.101806641,-59.759616852,-1534.931030273,144.338699341,-56.923053741,-1526.755371094,
3209,68.454704285,-8.822252274,47.497943878,56.057815552,-25.084581375,47.242591858,75.953437805,-27.174163818,49.781761169,136.456878662,-104.395462036,-1460.620361328,122.194076538,-90.540847778,-1461.506225586,141.357589722,-84.968376160,-1460.708374023,,,,,,,,,,146.898757935,-100.494308472,-1526.047729492,143.735763550,-75.108207703,-1505.701538086,213.525833130,-74.614646912,-1517.232299805,198.480728149,-60.371406555,-1487.092773438,159.943222046,-27.180244446,-1489.952148438,154.955825806,-32.257499695,-1490.768798828,165.446365356,-53.091716766,-1481.060913086,196.719284058,-86.146209717,-1505.218750000,144.808456421,-79.160858154,-1525.158325195,146.111236572,-59.565490723,-1530.193359375,156.738220215,-69.322769165,-1526.670043945,145.067367554,-59.751712799,-1534.930175781,144.308532715,-56.916160583,-1526.753784180,
3210,68.412017822,-8.825903893,47.444721222,56.029300690,-25.102178574,47.186420441,75.929992676,-27.169130325,49.719783783,136.457153320,-104.394958496,-1460.621704102,122.193183899,-90.538665771,-1461.504394531,141.357116699,-84.967575073,-1460.708129883,,,,,,,,,,146.890640259,-100.485931396,-1526.049804688,143.730422974,-75.102104187,-1505.700439453,213.519134521,-74.608299255,-1517.239379883,198.477798462,-60.368263245,-1487.096435547,159.940475464,-27.176185608,-1489.947387695,154.952911377,-32.253269196,-1490.764160156,165.444259644,-53.088752747,-1481.059814453,196.713821411,-86.140975952,-1505.225097656,144.800765991,-79.152549744,-1525.157836914,146.103256226,-59.556629181,-1530.190795898,156.730499268,-69.314468384,-1526.669921875,145.058822632,-59.742294312,-1534.927490234,144.300994873,-56.907665253,-1526.750732422,
3211,68.375495911,-8.869200706,47.461418152,55.988880157,-25.142141342,47.235012054,75.890380859,-27.208873749,49.758842468,136.459289551,-104.392265320,-1460.622558594,122.194824219,-90.539176941,-1461.504272461,141.359191895,-84.967163086,-1460.706054688,,,,,,,,,,146.897003174,-100.475845337,-1526.049438477,143.734207153,-75.094841003,-1505.697021484,213.523620605,-74.595916748,-1517.231445313,198.479660034,-60.360599518,-1487.087646484,159.940795898,-27.170146942,-1489.936645508,154.953536987,-32.247383118,-1490.754272461,165.445373535,-53.083595276,-1481.052001953,196.718170166,-86.131027222,-1505.219726563,144.805969238,-79.142684937,-1525.154785156,146.107772827,-59.546039581,-1530.185058594,156.735290527,-69.303794861,-1526.664794922,145.063629150,-59.731140137,-1534.921875000,144.305145264,-56.897617340,-1526.744750977,
3212,68.381408691,-8.872182846,47.476802826,55.995941162,-25.147207260,47.298118591,75.896652222,-27.209136963,49.802291870,136.457199097,-104.392593384,-1460.618164063,122.196014404,-90.540176392,-1461.505737305,141.361862183,-84.967315674,-1460.709472656,,,,,,,,,,146.897994995,-100.504669189,-1526.046386719,143.737609863,-75.114936829,-1505.704345703,213.527267456,-74.628387451,-1517.237792969,198.484329224,-60.378997803,-1487.100097656,159.949142456,-27.185510635,-1489.963500977,154.961349487,-32.262538910,-1490.779174805,165.450729370,-53.095893860,-1481.068237305,196.720336914,-86.156707764,-1505.221679688,144.809265137,-79.170921326,-1525.160522461,146.113296509,-59.576492310,-1530.198852539,156.739700317,-69.333953857,-1526.674438477,145.069229126,-59.763431549,-1534.935546875,144.310897827,-56.926456451,-1526.759643555,
3213,68.383293152,-8.907823563,47.487659454,55.998332977,-25.179248810,47.348228455,75.904144287,-27.239955902,49.831825256,136.457244873,-104.394165039,-1460.622192383,122.196388245,-90.540779114,-1461.514648438,141.359329224,-84.970497131,-1460.708618164,,,,,,,,,,146.928115845,-100.497566223,-1526.044921875,143.758117676,-75.110610962,-1505.701049805,213.553237915,-74.622558594,-1517.201293945,198.496032715,-60.377277374,-1487.068847656,159.962249756,-27.183357239,-1489.945922852,154.974822998,-32.260265350,-1490.764648438,165.459594727,-53.094963074,-1481.051513672,196.740600586,-86.152511597,-1505.194702148,144.839004517,-79.163932800,-1525.157226563,146.145431519,-59.568820953,-1530.192260742,156.770156860,-69.326774597,-1526.664062500,145.103607178,-59.755107880,-1534.929443359,144.341415405,-56.919250488,-1526.753540039,
3214,68.385940552,-8.903366089,47.510551453,55.996650696,-25.174201965,47.403781891,75.904067993,-27.234117508,49.875194550,136.457763672,-104.393653870,-1460.618896484,122.196403503,-90.541107178,-1461.514526367,141.358764648,-84.970748901,-1460.711791992,,,,,,,,,,146.923049927,-100.517555237,-1526.043823242,143.754013062,-75.124328613,-1505.707519531,213.548202515,-74.638023376,-1517.213623047,198.493057251,-60.383731842,-1487.084350586,159.958145142,-27.191732407,-1489.968750000,154.970794678,-32.269027710,-1490.785400391,165.456893921,-53.100414276,-1481.066650391,196.736846924,-86.164672852,-1505.202026367,144.833435059,-79.183700562,-1525.162597656,146.138946533,-59.590126038,-1530.203735352,156.764205933,-69.346694946,-1526.673461914,145.096740723,-59.777923584,-1534.940917969,144.335128784,-56.939533234,-1526.765747070,
3215,68.367683411,-8.907871246,47.480392456,55.972599030,-25.175035477,47.388191223,75.884567261,-27.236654282,49.842845917,136.457153320,-104.394973755,-1460.618896484,122.194694519,-90.541618347,-1461.512939453,141.356475830,-84.969810486,-1460.715942383,,,,,,,,,,146.905303955,-100.526565552,-1526.047119141,143.739944458,-75.130546570,-1505.713745117,213.531158447,-74.641746521,-1517.237670898,198.482849121,-60.383949280,-1487.106689453,159.945220947,-27.194677353,-1489.986083984,154.957977295,-32.272396088,-1490.800781250,165.447799683,-53.101726532,-1481.081542969,196.723556519,-86.167640686,-1505.220214844,144.814636230,-79.192703247,-1525.168457031,146.117675781,-59.599788666,-1530.212768555,156.744430542,-69.355201721,-1526.683715820,145.074279785,-59.788337708,-1534.949707031,144.314590454,-56.948799133,-1526.774780273,
3216,68.371719360,-8.901351929,47.393844604,55.978630066,-25.171646118,47.313674927,75.890739441,-27.230857849,49.743961334,136.456207275,-104.396759033,-1460.619873047,122.195571899,-90.543190002,-1461.512695313,141.354812622,-84.971900940,-1460.714233398,,,,,,,,,,146.907608032,-100.520088196,-1526.046997070,143.741500854,-75.126670837,-1505.710571289,213.533233643,-74.636825562,-1517.231323242,198.483657837,-60.382808685,-1487.099121094,159.946365356,-27.192930222,-1489.975952148,154.959121704,-32.270507813,-1490.791625977,165.448379517,-53.101158142,-1481.074584961,196.725006104,-86.164161682,-1505.216064453,144.817031860,-79.186332703,-1525.165771484,146.120422363,-59.592773438,-1530.207519531,156.746963501,-69.348709106,-1526.679199219,145.077239990,-59.780708313,-1534.944458008,144.317199707,-56.942214966,-1526.769165039,
3217,68.385925293,-8.889236450,47.337417603,56.005256653,-25.168296814,47.230548859,75.917198181,-27.221111298,49.638511658,136.456069946,-104.395622253,-1460.623901367,122.195167542,-90.541954041,-1461.514770508,141.355850220,-84.972831726,-1460.708740234,,,,,,,,,,146.924880981,-100.492965698,-1526.046630859,143.754699707,-75.107933044,-1505.700317383,213.549560547,-74.617111206,-1517.202148438,198.492675781,-60.374938965,-1487.067993164,159.957992554,-27.181715012,-1489.941284180,154.970687866,-32.258674622,-1490.760375977,165.456176758,-53.093990326,-1481.049316406,196.737472534,-86.148567200,-1505.196166992,144.835250854,-79.159461975,-1525.156860352,146.141082764,-59.563861847,-1530.190185547,156.766128540,-69.321868896,-1526.663085938,145.099151611,-59.749744415,-1534.927368164,144.337066650,-56.914649963,-1526.751220703,
3218,68.386718750,-8.867594719,47.271312714,56.007595062,-25.150285721,47.195228577,75.927085876,-27.195377350,49.580032349,136.454467773,-104.393684387,-1460.622192383,122.192001343,-90.540824890,-1461.510986328,141.355514526,-84.969924927,-1460.708740234,,,,,,,,,,146.910949707,-100.493469238,-1526.047119141,143.744033813,-75.107635498,-1505.701293945,213.536697388,-74.615615845,-1517.216430664,198.485198975,-60.372505188,-1487.080078125,159.949172974,-27.180337906,-1489.947387695,154.961837769,-32.257453918,-1490.765258789,165.449691772,-53.092098236,-1481.055297852,196.727172852,-86.146965027,-1505.206787109,144.820983887,-79.159980774,-1525.157836914,146.125366211,-59.564563751,-1530.192260742,156.751327515,-69.322166443,-1526.666748047,145.082550049,-59.750679016,-1534.929321289,144.321960449,-56.915248871,-1526.753051758,
3219,68.382041931,-8.862160683,47.243923187,56.003612518,-25.143596649,47.179222107,75.922599792,-27.187246323,49.569625854,136.454635620,-104.393249512,-1460.623291016,122.193191528,-90.541893005,-1461.510742188,141.356811523,-84.968841553,-1460.711425781,,,,,,,,,,146.903076172,-100.496299744,-1526.049682617,143.738388062,-75.109504700,-1505.704711914,213.529449463,-74.616516113,-1517.229370117,198.481781006,-60.372222900,-1487.091674805,159.944610596,-27.181053162,-1489.955444336,154.957275391,-32.258323669,-1490.772460938,165.446914673,-53.092243195,-1481.062866211,196.721832275,-86.147636414,-1505.216918945,144.812744141,-79.162811279,-1525.161254883,146.116012573,-59.567619324,-1530.196777344,156.742660522,-69.324806213,-1526.672363281,145.072540283,-59.753997803,-1534.933715820,144.313003540,-56.918170929,-1526.757446289,
3220,68.366744995,-8.885675430,47.255561829,55.983085632,-25.163980484,47.198131561,75.903129578,-27.211536407,49.581348419,136.455688477,-104.392982483,-1460.620361328,122.194770813,-90.540260315,-1461.511962891,141.355499268,-84.968429565,-1460.712890625,,,,,,,,,,146.907546997,-100.510833740,-1526.047119141,143.741485596,-75.119255066,-1505.708374023,213.533248901,-74.628616333,-1517.228881836,198.483642578,-60.377281189,-1487.095458984,159.946487427,-27.186996460,-1489.969360352,154.959228516,-32.264484406,-1490.785522461,165.448379517,-53.096054077,-1481.070434570,196.724960327,-86.156982422,-1505.214721680,144.817062378,-79.177146912,-1525.163940430,146.120529175,-59.583141327,-1530.203979492,156.747024536,-69.339439392,-1526.676513672,145.077346802,-59.770641327,-1534.940917969,144.317306519,-56.932888031,-1526.765380859,
3221,68.327735901,-8.951848030,47.276702881,55.936950684,-25.222391129,47.235630035,75.854858398,-27.277418137,49.622032166,136.456237793,-104.394355774,-1460.622680664,122.195304871,-90.538383484,-1461.515014648,141.354385376,-84.968521118,-1460.709228516,,,,,,,,,,146.925765991,-100.495185852,-1526.045532227,143.754516602,-75.108474731,-1505.701538086,213.549545288,-74.616607666,-1517.202148438,198.491744995,-60.372257233,-1487.069580078,159.956146240,-27.180406570,-1489.946289063,154.969009399,-32.257583618,-1490.765014648,165.454956055,-53.091751099,-1481.052001953,196.737594604,-86.147514343,-1505.195556641,144.835494995,-79.161666870,-1525.157714844,146.140838623,-59.566463470,-1530.192626953,156.766098022,-69.323852539,-1526.664550781,145.098983765,-59.752788544,-1534.929931641,144.336685181,-56.917003632,-1526.753906250,
3222,68.276237488,-8.972584724,47.336280823,55.889587402,-25.248363495,47.312644958,75.808860779,-27.295867920,49.703456879,136.454986572,-104.393798828,-1460.621459961,122.195114136,-90.537689209,-1461.509887695,141.355117798,-84.967315674,-1460.708984375,,,,,,,,,,146.908386230,-100.494102478,-1526.046997070,143.743438721,-75.107521057,-1505.701782227,213.535522461,-74.618392944,-1517.220458984,198.486114502,-60.373798370,-1487.083862305,159.951141357,-27.180322647,-1489.950195313,154.963562012,-32.257282257,-1490.767700195,165.451171875,-53.092006683,-1481.057617188,196.726211548,-86.148750305,-1505.209716797,144.819229126,-79.160507202,-1525.158325195,146.124069214,-59.565292358,-1530.193359375,156.749847412,-69.323165894,-1526.668090820,145.080993652,-59.751514435,-1534.930297852,144.320922852,-56.915805817,-1526.754150391,
3223,68.202667236,-8.961753845,47.339900970,55.839000702,-25.252481461,47.302879333,75.759201050,-27.278388977,49.692886353,136.452392578,-104.392707825,-1460.621337891,122.194396973,-90.537513733,-1461.510498047,141.356674194,-84.967231750,-1460.709716797,,,,,,,,,,146.907485962,-100.498291016,-1526.046997070,143.744857788,-75.110366821,-1505.703125000,213.537048340,-74.628501892,-1517.221435547,198.488830566,-60.380924225,-1487.085571289,159.957046509,-27.183906555,-1489.953857422,154.968994141,-32.260433197,-1490.771118164,165.454544067,-53.095661163,-1481.060058594,196.726562500,-86.156639099,-1505.210205078,144.820358276,-79.164451599,-1525.159423828,146.127120972,-59.569625854,-1530.195434570,156.751937866,-69.328338623,-1526.669677734,145.084045410,-59.755989075,-1534.932495117,144.324203491,-56.919784546,-1526.756469727,
3224,68.151924133,-8.975160599,47.327983856,55.785583496,-25.266448975,47.280662537,75.703811646,-27.291334152,49.664951324,136.452636719,-104.394035339,-1460.620971680,122.195335388,-90.541191101,-1461.514160156,141.356750488,-84.970672607,-1460.714355469,,,,,,,,,,146.909851074,-100.518272400,-1526.047241211,143.746246338,-75.124961853,-1505.710205078,213.538742065,-74.645050049,-1517.226806641,198.489440918,-60.389667511,-1487.095092773,159.957214355,-27.194042206,-1489.973388672,154.969268799,-32.270866394,-1490.789428711,165.454879761,-53.103328705,-1481.072387695,196.728103638,-86.170249939,-1505.212890625,144.822357178,-79.184234619,-1525.165527344,146.128936768,-59.590724945,-1530.206665039,156.753814697,-69.348320007,-1526.677978516,145.085998535,-59.778373718,-1534.943603516,144.325881958,-56.939998627,-1526.768432617,
3225,68.132774353,-8.980835915,47.338031769,55.767932892,-25.271036148,47.306087494,75.685264587,-27.297765732,49.689903259,136.454818726,-104.395156860,-1460.618164063,122.194862366,-90.541801453,-1461.514892578,141.356933594,-84.971916199,-1460.718627930,,,,,,,,,,146.904922485,-100.540855408,-1526.046752930,143.742248535,-75.140769958,-1505.718017578,213.533691406,-74.662322998,-1517.240966797,198.486602783,-60.397251129,-1487.112915039,159.952941895,-27.203948975,-1489.998901367,154.965103149,-32.281223297,-1490.812744141,165.452316284,-53.110027313,-1481.089599609,196.724533081,-86.184036255,-1505.221679688,144.816757202,-79.206596375,-1525.171997070,146.122207642,-59.614753723,-1530.219970703,156.747741699,-69.370780945,-1526.688964844,145.078857422,-59.804042816,-1534.956787109,144.319366455,-56.962924957,-1526.782470703,
3226,68.107261658,-8.984425545,47.330242157,55.745018005,-25.279298782,47.303401947,75.663208008,-27.299081802,49.689121246,136.455764771,-104.395362854,-1460.618164063,122.193260193,-90.542083740,-1461.508544922,141.358444214,-84.970237732,-1460.714599609,,,,,,,,,,146.892379761,-100.523109436,-1526.047973633,143.732559204,-75.128387451,-1505.712158203,213.521652222,-74.643501282,-1517.249023438,198.479934692,-60.386898041,-1487.114135742,159.944030762,-27.194786072,-1489.983886719,154.956283569,-32.272102356,-1490.798095703,165.446502686,-53.102867126,-1481.082397461,196.715499878,-86.169136047,-1505.229248047,144.803344727,-79.189178467,-1525.167358398,146.106781006,-59.595981598,-1530.210571289,156.733520508,-69.352378845,-1526.684204102,145.062484741,-59.784111023,-1534.947143555,144.304504395,-56.945121765,-1526.771972656,
